timestamp;block_height;fee_per_vbyte
1232262359;885;0.0
1232262719;886;0.0
1232262926;887;0.0
1232263401;888;0.0
1232264942;889;0.0
1232266126;890;0.0
1232267105;891;0.0
1232268076;892;0.0
1232269231;893;0.0
1232270118;894;0.0
1232271496;895;0.0
1232272930;896;0.0
1232273473;897;0.0
1232274205;898;0.0
1232275311;899;0.0
1232275729;900;0.0
1232277180;901;0.0
1232278193;902;0.0
1232279463;903;0.0
1232280145;904;0.0
1232280459;905;0.0
1232281585;906;0.0
1232281621;907;0.0
1232282025;908;0.0
1232282850;909;0.0
1232284184;910;0.0
1232285076;911;0.0
1232286406;912;0.0
1232286892;913;0.0
1232287750;914;0.0
1232288629;915;0.0
1232288674;916;0.0
1232289711;917;0.0
1232290270;918;0.0
1232290924;919;0.0
1232291413;920;0.0
1232292231;921;0.0
1232293348;922;0.0
1232294096;923;0.0
1232294687;924;0.0
1232295430;925;0.0
1232296490;926;0.0
1232296937;927;0.0
1232298030;928;0.0
1232298650;929;0.0
1232299798;930;0.0
1232301208;931;0.0
1232301593;932;0.0
1232302140;933;0.0
1232303074;934;0.0
1232303210;935;0.0
1232303636;936;0.0
1232304668;937;0.0
1232306174;938;0.0
1232306686;939;0.0
1232306853;940;0.0
1232307189;941;0.0
1232307944;942;0.0
1232308979;943;0.0
1232309501;944;0.0
1232309637;945;0.0
1232309875;946;0.0
1232311132;947;0.0
1232312064;948;0.0
1232312474;949;0.0
1232313148;950;0.0
1232313891;951;0.0
1232315215;952;0.0
1232315776;953;0.0
1232316261;954;0.0
1232316437;955;0.0
1232316957;956;0.0
1232317580;957;0.0
1232317818;958;0.0
1232318024;959;0.0
1232319062;960;0.0
1232319910;961;0.0
1232321408;962;0.0
1232321869;963;0.0
1232322800;964;0.0
1232323275;965;0.0
1232323703;966;0.0
1232323869;967;0.0
1232325165;968;0.0
1232325821;969;0.0
1232326840;970;0.0
1232327230;971;0.0
1232328352;972;0.0
1232329010;973;0.0
1232329529;974;0.0
1232330208;975;0.0
1232331030;976;0.0
1232332553;977;0.0
1232333325;978;0.0
1232334078;979;0.0
1232334867;980;0.0
1232335733;981;0.0
1232336991;982;0.0
1232338277;983;0.0
1232338844;984;0.0
1232339172;985;0.0
1232339501;986;0.0
1232340412;987;0.0
1232340645;988;0.0
1232341883;989;0.0
1232342619;990;0.0
1232343383;991;0.0
1232343956;992;0.0
1232344227;993;0.0
1232344489;994;0.0
1232344831;995;0.0
1232345150;996;0.0
1232345400;997;0.0
1232345881;998;0.0
1232346443;999;0.0
1232346882;1000;0.0
1232347786;1001;0.0
1232348906;1002;0.0
1232349972;1003;0.0
1232350152;1004;0.0
1232351523;1005;0.0
1232352703;1006;0.0
1232353666;1007;0.0
1232354420;1008;0.0
1232355137;1009;0.0
1232355307;1010;0.0
1232356168;1011;0.0
1232357462;1012;0.0
1232358388;1013;0.0
1232359280;1014;0.0
1232359489;1015;0.0
1232360852;1016;0.0
1232361382;1017;0.0
1232361706;1018;0.0
1232363330;1019;0.0
1232364571;1020;0.0
1232365709;1021;0.0
1232366060;1022;0.0
1232366096;1023;0.0
1232367378;1024;0.0
1232367968;1025;0.0
1232368368;1026;0.0
1232368720;1027;0.0
1232369020;1028;0.0
1232369217;1029;0.0
1232370113;1030;0.0
1232370432;1031;0.0
1232371508;1032;0.0
1232372928;1033;0.0
1232373619;1034;0.0
1232374825;1035;0.0
1232376067;1036;0.0
1232376733;1037;0.0
1232377504;1038;0.0
1232378244;1039;0.0
1232379081;1040;0.0
1232380221;1041;0.0
1232380348;1042;0.0
1232381185;1043;0.0
1232382527;1044;0.0
1232383834;1045;0.0
1232384317;1046;0.0
1232385004;1047;0.0
1232385556;1048;0.0
1232386339;1049;0.0
1232387586;1050;0.0
1232388432;1051;0.0
1232388789;1052;0.0
1232389749;1053;0.0
1232390294;1054;0.0
1232391642;1055;0.0
1232392372;1056;0.0
1232393819;1057;0.0
1232394221;1058;0.0
1232395609;1059;0.0
1232395715;1060;0.0
1232396552;1061;0.0
1232396840;1062;0.0
1232397012;1063;0.0
1232397730;1064;0.0
1232398150;1065;0.0
1232398573;1066;0.0
1232399182;1067;0.0
1232399947;1068;0.0
1232399994;1069;0.0
1232401220;1070;0.0
1232402234;1071;0.0
1232402972;1072;0.0
1232403570;1073;0.0
1232404725;1074;0.0
1232404884;1075;0.0
1232406007;1076;0.0
1232406728;1077;0.0
1232407662;1078;0.0
1232408570;1079;0.0
1232409668;1080;0.0
1232410217;1081;0.0
1232410784;1082;0.0
1232411392;1083;0.0
1232411662;1084;0.0
1232412891;1085;0.0
1232413730;1086;0.0
1232414993;1087;0.0
1232415023;1088;0.0
1232415903;1089;0.0
1232416696;1090;0.0
1232417465;1091;0.0
1232417578;1092;0.0
1232418698;1093;0.0
1232418765;1094;0.0
1232419059;1095;0.0
1232419724;1096;0.0
1232420523;1097;0.0
1232421724;1098;0.0
1232423197;1099;0.0
1232424389;1100;0.0
1232425169;1101;0.0
1232425368;1102;0.0
1232425891;1103;0.0
1232426395;1104;0.0
1232427022;1105;0.0
1232427360;1106;0.0
1232427447;1107;0.0
1232427802;1108;0.0
1232428878;1109;0.0
1232429699;1110;0.0
1232431122;1111;0.0
1232431779;1112;0.0
1232431889;1113;0.0
1232432828;1114;0.0
1232432915;1115;0.0
1232434247;1116;0.0
1232434318;1117;0.0
1232434771;1118;0.0
1232435075;1119;0.0
1232436132;1120;0.0
1232436493;1121;0.0
1232437702;1122;0.0
1232437709;1123;0.0
1232438477;1124;0.0
1232439045;1125;0.0
1232439599;1126;0.0
1232440636;1127;0.0
1232441857;1128;0.0
1232443220;1129;0.0
1232443888;1130;0.0
1232444353;1131;0.0
1232445128;1132;0.0
1232446711;1133;0.0
1232448076;1134;0.0
1232448994;1135;0.0
1232449155;1136;0.0
1232449624;1137;0.0
1232450639;1138;0.0
1232451465;1139;0.0
1232452108;1140;0.0
1232453184;1141;0.0
1232454225;1142;0.0
